480	367.13	52.4216	367.13
481	368.61	57.7726	368.61
482	369.49	58.1684	369.49
483	368.95	57.8519	368.95
484	367.74	63.3119	367.74
485	365.79	60.7149	365.79
486	364.01	50.4243	364.01
487	364.35	58.549	364.35
488	365.52	55.7553	365.52
489	367.08	62.7728	367.08
490	368.12	60.9508	368.12
491	368.98	54.2658	368.98
492	369.6	63.3034	369.6
493	370.96	62.8364	370.96
494	370.77	58.8107	370.77
495	370.33	62.7486	370.33
496	369.28	63.504	369.28
497	366.86	52.4684	366.86
498	364.94	55.5019	364.94
499	365.35	51.2204	365.35
500	366.68	66.3211	366.68
501	368.04	59.2837	368.04
502	369.25	61.6698	369.25
503	369.5	59.9572	369.5
504	370.56	66.1205	370.56
505	371.82	57.9469	371.82
506	371.51	63.4788	371.51
507	371.71	59.2797	371.71
508	369.85	60.2136	369.85
509	368.2	59.5737	368.2
510	366.91	60.3763	366.91
511	366.99	58.9818	366.99
512	368.33	59.917	368.33
513	369.67	64.7393	369.67
514	370.52	68.9305	370.52
515	371.49	59.4844	371.49
516	372.53	69.087	372.53
517	373.37	60.1168	373.37
518	373.82	64.4716	373.82
519	373.18	68.8239	373.18
520	371.57	59.8676	371.57
521	369.63	64.6708	369.63
522	368.16	62.0981	368.16
523	368.42	65.7685	368.42
524	369.69	65.625	369.69
525	371.18	70.1792	371.18
526	372.45	79.221	372.45
527	373.14	67.3969	373.14
528	373.93	70.5496	373.93
529	375	66.0257	375
530	375.65	71.2285	375.65
531	375.5	72.2767	375.5
532	374	77.9835	374
533	371.83	75.294	371.83
534	370.66	73.4576	370.66
535	370.51	69.6147	370.51
536	372.2	74.5596	372.2
537	373.71	70.7596	373.71
538	374.87	77.2294	374.87
539	375.62	86.854	375.62
540	376.48	73.2022	376.48
541	377.74	72.8296	377.74
542	378.5	73.2349	378.5
543	378.18	89.8768	378.18
544	376.72	79.6133	376.72
545	374.31	85.7446	374.31
546	373.2	89.9241	373.2
547	373.1	88.5004	373.1
548	374.64	90.6789	374.64
549	375.93	102.1	375.93
550	377	105.4	377
551	377.87	169.8	377.87
552	378.73	175.492	378.73
553	380.41	84.1718	380.41
554	380.63	69.3201	380.63
555	379.56	71.9158	379.56
556	377.61	83.9497	377.61
557	376.15	82.2726	376.15
558	374.11	81.0226	374.11
559	374.44	80.6652	374.44
560	375.93	84.5056	375.93
561	377.45	86.2795	377.45
562	378.47	86.3012	378.47
563	379.76	92.4544	379.76
564	381.14	89.3804	381.14
565	382.2	93.2114	382.2
566	382.47	94.0594	382.47
567	382.2	98.4352	382.2
568	380.78	108.662	380.78
569	378.73	103.166	378.73
570	376.66	95.6913	376.66
571	376.98	102.001	376.98
572	378.29	97.3617	378.29
573	379.92	97.0169	379.92
574	381.35	101.446	381.35
575	382.16	100.304	382.16
576	382.66	105.998	382.66
577	384.73	108.303	384.73
578	384.98	113.727	384.98
579	384.09	107.106	384.09
580	382.38	105.269	382.38
581	380.45	120.031	380.45
582	378.92	111.066	378.92
583	379.16	113.649	379.16
584	380.18	119.118	380.18
585	381.79	119.235	381.79
586	382.93	116.124	382.93
587	383.81	118.951	383.81
588	384.56	127.316	384.56
589	386.4	132.354	386.4
590	386.58	129.686	386.58
591	386.05	135.321	386.05
592	384.49	126.785	384.49
593	382	129.48	382
594	380.9	128.631	380.9
595	381.14	139.562	381.14
596	382.42	138.987	382.42
597	383.89	138.81	383.89
598	385.44	154.33	385.44
599	385.73	161.105	385.73
600	385.97	152.669	385.97
601	387.16	155.818	387.16
602	388.5	166.996	388.5
603	387.88	185.156	387.88
604	386.42	182.949	386.42
605	384.15	204.435	384.15
606	383.09	329.822	383.09
607	382.99	832.631	382.99
608	384.13	152.632	384.13
609	385.56	136.515	385.56
610	386.94	153.52	386.94
611	387.42	149.692	387.42
612	388.77	173.145	388.77
613	389.44	167.584	389.44
614	390.19	177.833	390.19
615	389.45	169.573	389.45
616	387.78	178.64	387.78
617	385.92	188.802	385.92
618	384.79	181.659	384.79
619	384.39	212.97	384.39
620	386	210.3	386
621	387.31	207.881	387.31
622	388.5	210.439	388.5
623	389.94	216.521	389.94
624	391.09	230.107	391.09
625	392.52	217.625	392.52
626	393.04	234.485	393.04
627	392.15	229.517	392.15
628	390.22	245.033	390.22
629	388.26	243.123	388.26
630	386.83	267.672	386.83
631	387.2	276.303	387.2
632	388.65	279.481	388.65
633	389.73	278.477	389.73
634	391.25	305.226	391.25
635	391.82	328.112	391.82
636	392.49	308.323	392.49
637	393.34	349.189	393.34
638	394.21	390.32	394.21
639	393.72	380.118	393.72
640	392.42	363.519	392.42
641	390.19	410.009	390.19
642	389.04	422.068	389.04
643	388.96	449.679	388.96
644	390.24	472.244	390.24
645	391.83	516.562	391.83
646	393.12	555.684	393.12
647	393.6	495.245	393.6
648	394.45	604.126	394.45
649	396.18	689.107	396.18
650	396.78	714.728	396.78
651	395.83	734.795	395.83
652	394.3	881.09	394.3
653	392.41	954.486	392.41
654	391.06	1086.29	391.06
655	391.01	1201.14	391.01
656	392.81	1371.05	392.81
657	394.28	1697.73	394.28
658	395.51	2062.88	395.51
659	396.8	2893.29	396.8
660	397.32	4289.96	397.32
661	398.39	8705.79	398.39
